no_plate,color,company_name,model_year,vehicle_type,date_stolen,district_name,No_Police_Areas,month,vehicle_age
FJZ81,WHITE,ISUZU,2006,UTILITY TRUCK,2024-03-29,Auckland City,3,March,18
KYA828,SILVER,TOYOTA,2014,CAR,2024-03-30,Auckland City,3,March,10
C2ERB,GREY,YAMAHA,2021,MOTORCYCLE,2024-03-30,Auckland City,3,March,3
MWJ313,GREY,MAZDA,2007,CAR,2024-03-30,Auckland City,3,March,17
JAB890,BLACK,BMW,2006,CAR,2024-03-31,Auckland City,3,March,18
GDM560,SILVER,HONDA,2002,CAR,2024-03-31,Auckland City,3,March,22
WJ1053,GOLD,HONDA,1997,CAR,2024-03-31,Auckland City,3,March,27
ZD4219,GREY,TOYOTA,1991,VAN,2024-03-31,Auckland City,3,March,33
233Y6,SILVER,HOMEBUILT,2022,TRAILER,2024-04-01,Auckland City,3,April,2
B8FLG,BLACK,PIAGGIO,2017,MOTORCYCLE,2024-04-01,Auckland City,3,April,7
HMZ156,WHITE,AUDI,2014,CAR,2024-04-01,Auckland City,3,April,10
PUH834,SILVER,TOYOTA,2013,CAR,2024-04-01,Auckland City,3,April,11
MKD141,WHITE,TOYOTA,2008,BUS,2024-04-02,Auckland City,3,April,16
415J2,SILVER,HOMEBUILT,2022,TRAILER,2024-04-02,Auckland City,3,April,2
QFF570,BLUE,TOYOTA,2011,CAR,2024-04-02,Auckland City,3,April,13
KHA389,SILVER,TOYOTA,2017,BUS,2024-04-02,Auckland City,3,April,7
14J57,SILVER,BRENT SMITH,2018,TRAILER,2024-04-02,Auckland City,3,April,6
QHH971,SILVER,TOYOTA,2014,CAR,2024-04-02,Auckland City,3,April,10
29WUB,WHITE,YAMAHA,1996,MOTORCYCLE,2024-04-02,Auckland City,3,April,28
GMS94,BLUE,HONDA,2004,CAR,2024-04-02,Auckland City,3,April,20
LLA556,WHITE,JEEP,2018,CAR,2024-04-03,Auckland City,3,April,6
C4DYW,WHITE,KTM,2020,MOTORCYCLE,2024-04-03,Auckland City,3,April,4
C7UDU,BLACK,PGO,2018,MOTORCYCLE,2024-04-03,Auckland City,3,April,6
CAYLAH,WHITE,CHEVROLET,1975,CAR,2024-04-03,Auckland City,3,April,49
DFR317,SILVER,TOYOTA,2006,VAN,2024-04-03,Auckland City,3,April,18
KZU228,BLACK,HONDA,2010,CAR,2024-04-03,Auckland City,3,April,14
C3KUJ,BLACK,SUZUKI,2022,MOTORCYCLE,2024-04-04,Auckland City,3,April,2
AFB451,GREY,NISSAN,1994,CAR,2024-04-04,Auckland City,3,April,30
LJB776,WHITE,FORD,2018,UTILITY TRUCK,2024-04-04,Auckland City,3,April,6
MNY314,SILVER,TOYOTA,2019,CAR,2024-04-05,Auckland City,3,April,5
KZK119,SILVER,NISSAN,2008,CAR,2024-04-05,Auckland City,3,April,16
C3AHY,BLACK,BMW,1989,MOTORCYCLE,2024-04-05,Auckland City,3,April,35
KMH630,WHITE,HONDA,2007,CAR,2024-04-06,Auckland City,3,April,17
GCR270,WHITE,NISSAN,2005,VAN,2024-04-06,Auckland City,3,April,19
GRR283,SILVER,TOYOTA,2006,CAR,2024-04-06,Auckland City,3,April,18
UR9559,SILVER,HONDA,1996,VAN,2024-04-06,Auckland City,3,April,28
LPE532,SILVER,TOYOTA,2009,CAR,2024-04-06,Auckland City,3,April,15
CLM667,BLUE,TOYOTA,1996,CAR,2024-04-06,Auckland City,3,April,28
470R9,SILVER,ROADCHIEF,2022,TRAILER,2024-04-07,Auckland City,3,April,2
PDL301,YELLOW,VOLKSWAGEN,2011,CAR,2024-04-07,Auckland City,3,April,13
C1HBC,BLACK,ROYAL ENFIELD,2018,MOTORCYCLE,2024-04-07,Auckland City,3,April,6
KWK411,WHITE,NISSAN,2012,CAR,2024-04-07,Auckland City,3,April,12
JJD206,WHITE,BMW,2012,CAR,2024-04-07,Auckland City,3,April,12
PHY929,SILVER,MITSUBISHI,2004,CAR,2024-04-07,Auckland City,3,April,20
JDG205,WHITE,NISSAN,2005,CAR,2024-04-08,Auckland City,3,April,19
775R4,SILVER,HOMEBUILT,2024,TRAILER,2024-04-08,Auckland City,3,April,0
GAH769,BLACK,MAZDA,2002,CAR,2024-04-08,Auckland City,3,April,22
KSS899,SILVER,TOYOTA,2008,CAR,2024-04-08,Auckland City,3,April,16
LMC475,WHITE,TOYOTA,2012,CAR,2024-04-08,Auckland City,3,April,12
CTK736,BLACK,MITSUBISHI,2003,CAR,2024-04-08,Auckland City,3,April,21
QKF292,PURPLE,NISSAN,2015,CAR,2024-04-08,Auckland City,3,April,9
LFT140,SILVER,MAZDA,2006,CAR,2024-04-08,Auckland City,3,April,18
NCN196,WHITE,VOLVO,2013,CAR,2024-04-08,Auckland City,3,April,11
DUH790,BLACK,VOLKSWAGEN,2007,CAR,2024-04-08,Auckland City,3,April,17
FR8HUB,SILVER,VOLVO,2008,CAR,2024-04-08,Auckland City,3,April,16
LJR903,SILVER,NISSAN,2007,CAR,2024-04-09,Auckland City,3,April,17
HTJ482,SILVER,VOLKSWAGEN,2008,CAR,2024-04-09,Auckland City,3,April,16
GGK318,RED,NISSAN,2002,CAR,2024-04-09,Auckland City,3,April,22
JKS781,PURPLE,MAZDA,2006,CAR,2024-04-09,Auckland City,3,April,18
JSR382,BLUE,MAZDA,2005,CAR,2024-04-10,Auckland City,3,April,19
QMB600,BLACK,HOLDEN,2005,CAR,2024-04-10,Auckland City,3,April,19
MJK75,WHITE,FORD,2008,UTILITY TRUCK,2024-04-10,Auckland City,3,April,16
LQJ124,WHITE,VOLKSWAGEN,2018,CAR,2024-04-10,Auckland City,3,April,6
UA5259,WHITE,SUBARU,1991,CAR,2024-04-11,Auckland City,3,April,33
PQL39,BLACK,SUBARU,2009,CAR,2024-04-11,Auckland City,3,April,15
ATM835,RED,NISSAN,1994,CAR,2024-04-11,Auckland City,3,April,30
DMN731,SILVER,TOYOTA,1997,CAR,2024-04-11,Auckland City,3,April,27
JQT701,SILVER,TOYOTA,2005,CAR,2024-04-11,Auckland City,3,April,19
JQP973,BLACK,TOYOTA,2005,CAR,2024-04-11,Auckland City,3,April,19
WP6783,RED,TOYOTA,1997,CAR,2024-04-11,Auckland City,3,April,27
PHE917,WHITE,TOYOTA,2009,CAR,2024-04-11,Auckland City,3,April,15
QFM420,WHITE,BMW,2015,CAR,2024-04-11,Auckland City,3,April,9
ZZB500,GREEN,MINI,2022,CAR,2024-04-11,Auckland City,3,April,2
B5KHQ,WHITE,APRILIA,2017,MOTORCYCLE,2024-04-11,Auckland City,3,April,7
DTK876,WHITE,TOYOTA,1998,VAN,2024-04-11,Auckland City,3,April,26
KEJ287,SILVER,MITSUBISHI,2006,CAR,2024-04-11,Auckland City,3,April,18
ECR707,WHITE,ISUZU,1997,UTILITY TRUCK,2024-04-11,Auckland City,3,April,27
7Z405,SILVER,DMW,2017,TRAILER,2024-04-12,Auckland City,3,April,7
PTH918,PURPLE,MAZDA,2011,CAR,2024-04-12,Auckland City,3,April,13
NZC817,BLACK,AUDI,2016,CAR,2024-04-12,Auckland City,3,April,8
MQW140,WHITE,NISSAN,2014,VAN,2024-04-12,Auckland City,3,April,10
QGT141,SILVER,SUBARU,2013,CAR,2024-04-12,Auckland City,3,April,11
CRW854,WHITE,NISSAN,1997,CAR,2024-04-12,Auckland City,3,April,27
JPH881,SILVER,TOYOTA,2006,CAR,2024-04-12,Auckland City,3,April,18
GNE392,SILVER,NISSAN,2006,CAR,2024-04-12,Auckland City,3,April,18
MLW701,WHITE,TOYOTA,2001,CAR,2024-04-12,Auckland City,3,April,23
PQD154,BLACK,TOYOTA,2013,CAR,2024-04-12,Auckland City,3,April,11
GGL479,BROWN,TOYOTA,2004,CAR,2024-04-13,Auckland City,3,April,20
NBP801,RED,TOYOTA,1994,CAR,2024-04-13,Auckland City,3,April,30
LTE995,RED,TOYOTA,1995,CAR,2024-04-13,Auckland City,3,April,29
JBF136,GREEN,MITSUBISHI,2009,CAR,2024-04-14,Auckland City,3,April,15
CMT657,GREEN,FORD,2005,UTILITY TRUCK,2024-04-14,Auckland City,3,April,19
JPZ185,SILVER,NISSAN,2008,CAR,2024-04-15,Auckland City,3,April,16
PFH736,ORANGE,BMW,2015,CAR,2024-04-15,Auckland City,3,April,9
CRU224,RED,TOYOTA,2005,CAR,2024-04-15,Auckland City,3,April,19
JJP322,GREY,SAAB,2006,CAR,2024-04-16,Auckland City,3,April,18
NUM460,WHITE,MITSUBISHI,2021,UTILITY TRUCK,2024-04-16,Auckland City,3,April,3
BNE331,BLUE,MITSUBISHI,2003,CAR,2024-04-17,Auckland City,3,April,21
MRWE5T,WHITE,NISSAN,2020,UTILITY TRUCK,2024-04-17,Auckland City,3,April,4
LBT725,WHITE,TOYOTA,2017,CAR,2024-04-18,Auckland City,3,April,7
MBS919,GREY,NISSAN,2006,CAR,2024-04-18,Auckland City,3,April,18
GEN817,WHITE,NISSAN,2011,UTILITY TRUCK,2024-04-19,Auckland City,3,April,13
C8GKT,WHITE,UBCO,2019,MOTORCYCLE,2024-04-19,Auckland City,3,April,5
JFC419,ORANGE,HONDA,2006,CAR,2024-04-19,Auckland City,3,April,18
C7NYL,GREY,PIAGGIO,2022,MOTORCYCLE,2024-04-19,Auckland City,3,April,2
7P198,SILVER,HOMEBUILT,2017,TRAILER,2024-04-19,Auckland City,3,April,7
PHQ126,GREY,MITSUBISHI,2022,CAR,2024-04-20,Auckland City,3,April,2
525U8,SILVER,HOMEBUILT,2023,TRAILER,2024-04-20,Auckland City,3,April,1
CBT324,GREEN,MITSUBISHI,2004,UTILITY TRUCK,2024-04-20,Auckland City,3,April,20
CFT830,WHITE,TOYOTA,1999,CAR,2024-04-20,Auckland City,3,April,25
PQS47,GREY,HONDA,2002,CAR,2024-04-20,Auckland City,3,April,22
DSY613,RED,SUBARU,2004,CAR,2024-04-21,Auckland City,3,April,20
DWE644,SILVER,TOYOTA,1997,CAR,2024-04-21,Auckland City,3,April,27
SK5056,BLUE,TOYOTA,1994,CAR,2024-04-21,Auckland City,3,April,30
C1TNR,BLUE,YAMAHA,2023,MOTORCYCLE,2024-04-21,Auckland City,3,April,1
LRL727,BLACK,MAZDA,2011,CAR,2024-04-21,Auckland City,3,April,13
GGH866,SILVER,MINI,2010,CAR,2024-04-22,Auckland City,3,April,14
41TKZ,GREEN,KAWASAKI,1996,MOTORCYCLE,2024-04-22,Auckland City,3,April,28
83A57,SILVER,HOMEBUILT,2021,TRAILER,2024-04-22,Auckland City,3,April,3
A5PCA,BLACK,MOPED,2013,MOTORCYCLE,2024-04-22,Auckland City,3,April,11
JUD173,WHITE,NISSAN,2006,CAR,2024-04-22,Auckland City,3,April,18
GFR487,WHITE,MITSUBISHI,1999,CAR,2024-04-23,Auckland City,3,April,25
KEB220,BLACK,SUZUKI,2016,CAR,2024-04-23,Auckland City,3,April,8
HRB637,SILVER,TOYOTA,2014,CAR,2024-04-23,Auckland City,3,April,10
ERS492,BLACK,BMW,2008,CAR,2024-04-23,Auckland City,3,April,16
C7GAG,BLACK,YAMAHA,2021,MOTORCYCLE,2024-04-23,Auckland City,3,April,3
CGJ669,BLACK,TOYOTA,1991,VAN,2024-04-23,Auckland City,3,April,33
YN1789,SILVER,TOYOTA,1997,CAR,2024-04-23,Auckland City,3,April,27
C2GYC,BLACK,KAWASAKI,2021,MOTORCYCLE,2024-04-24,Auckland City,3,April,3
DFH714,RED,HONDA,1997,CAR,2024-04-24,Auckland City,3,April,27
HCU289,SILVER,TOYOTA,2006,CAR,2024-04-25,Auckland City,3,April,18
DMT773,WHITE,TOYOTA,1996,VAN,2024-04-26,Auckland City,3,April,28
QAN689,RED,HONDA,2000,CAR,2024-04-26,Auckland City,3,April,24
QGT411,SILVER,TOYOTA,2007,CAR,2024-04-27,Auckland City,3,April,17
DNW88,WHITE,TOYOTA,2000,VAN,2024-04-27,Auckland City,3,April,24
B9KDY,BLACK,PIAGGIO,2017,MOTORCYCLE,2024-04-28,Auckland City,3,April,7
C7DNZ,RED,HARLEY DAVIDSON,2013,MOTORCYCLE,2024-04-28,Auckland City,3,April,11
KYU678,GREY,MAZDA,2004,CAR,2024-04-28,Auckland City,3,April,20
NJS751,SILVER,TOYOTA,2015,CAR,2024-04-28,Auckland City,3,April,9
JQU169,SILVER,TOYOTA,2009,VAN,2024-04-28,Auckland City,3,April,15
QGA614,BLUE,TOYOTA,2023,CAR,2024-04-29,Auckland City,3,April,1
QDH416,RED,FORD,2006,CAR,2024-04-29,Auckland City,3,April,18
MLQ957,SILVER,TOYOTA,2009,CAR,2024-04-29,Auckland City,3,April,15
MJ5338,WHITE,TOYOTA,1986,VAN,2024-04-29,Auckland City,3,April,38
KYD758,WHITE,TOYOTA,2017,CAR,2024-04-30,Auckland City,3,April,7
MEW845,WHITE,HYUNDAI,2019,CAR,2024-04-30,Auckland City,3,April,5
KNP928,SILVER,TOYOTA,2012,CAR,2024-05-01,Auckland City,3,May,12
DNJ150,GREEN,MAZDA,1999,CAR,2024-05-01,Auckland City,3,May,25
B8BRZ,GREY,PEUGEOT,2015,MOTORCYCLE,2024-05-02,Auckland City,3,May,9
C6CUS,BLACK,VESPA,1991,MOTORCYCLE,2024-05-02,Auckland City,3,May,33
NDL799,WHITE,MITSUBISHI,2006,CAR,2024-05-02,Auckland City,3,May,18
BTJ513,RED,MITSUBISHI,2004,VAN,2024-05-02,Auckland City,3,May,20
7C897,SILVER,HOMEBUILT,2017,TRAILER,2024-05-02,Auckland City,3,May,7
PYD134,WHITE,MITSUBISHI,2008,CAR,2024-05-02,Auckland City,3,May,16
QBK573,SILVER,SUBARU,2001,CAR,2024-05-02,Auckland City,3,May,23
QLM139,WHITE,HYUNDAI,2019,VAN,2024-05-02,Auckland City,3,May,5
PHM161,SILVER,HONDA,2001,CAR,2024-05-02,Auckland City,3,May,23
JCT472,SILVER,NISSAN,2009,VAN,2024-05-03,Auckland City,3,May,15
GMK881,RED,TOYOTA,2002,CAR,2024-05-03,Auckland City,3,May,22
GMP536,GREEN,TOYOTA,2004,CAR,2024-05-03,Auckland City,3,May,20
EYJ635,BLACK,MAZDA,2009,CAR,2024-05-04,Auckland City,3,May,15
FCS308,RED,NISSAN,1996,CAR,2024-05-04,Auckland City,3,May,28
LGR849,WHITE,MERCEDES-BENZ,2011,CAR,2024-05-04,Auckland City,3,May,13
HNN462,SILVER,AUDI,2008,CAR,2024-05-04,Auckland City,3,May,16
B8CBM,GREEN,KAWASAKI,2015,MOTORCYCLE,2024-05-05,Auckland City,3,May,9
YI5805,SILVER,MITSUBISHI,1996,CAR,2024-05-05,Auckland City,3,May,28
MKP374,RED,BMW,2002,CAR,2024-05-05,Auckland City,3,May,22
GLJ536,BLUE,MAZDA,2012,CAR,2024-05-06,Auckland City,3,May,12
MAP286,RED,MITSUBISHI,2019,CAR,2024-05-06,Auckland City,3,May,5
87U83,GREY,CONDOR,2021,TRAILER,2024-05-06,Auckland City,3,May,3
PFW432,WHITE,TOYOTA,2016,CAR,2024-05-06,Auckland City,3,May,8
FFC56,BLUE,VOLKSWAGEN,2006,CAR,2024-05-06,Auckland City,3,May,18
C6BJQ,GREY,SUZUKI,2017,MOTORCYCLE,2024-05-06,Auckland City,3,May,7
KKM448,RED,HONDA,2008,CAR,2024-05-07,Auckland City,3,May,16
QDJ355,SILVER,TOYOTA,2018,CAR,2024-05-07,Auckland City,3,May,6
CBG295,SILVER,MAZDA,1999,CAR,2024-05-08,Auckland City,3,May,25
HMY664,WHITE,MAZDA,2014,CAR,2024-05-08,Auckland City,3,May,10
GFE679,GREY,VOLKSWAGEN,2012,UTILITY TRUCK,2024-05-08,Auckland City,3,May,12
AFM450,BLUE,TOYOTA,1998,VAN,2024-05-09,Auckland City,3,May,26
JPM640,WHITE,HONDA,2006,CAR,2024-05-09,Auckland City,3,May,18
FUD95,SILVER,NISSAN,2005,CAR,2024-05-09,Auckland City,3,May,19
KEF244,SILVER,NISSAN,2009,CAR,2024-05-09,Auckland City,3,May,15
FBR426,BLUE,TOYOTA,1995,CAR,2024-05-09,Auckland City,3,May,29
MBD134,BLACK,NISSAN,2007,CAR,2024-05-09,Auckland City,3,May,17
KUU85,BLACK,SUBARU,2006,CAR,2024-05-10,Auckland City,3,May,18
PQY210,WHITE,MAZDA,2004,UTILITY TRUCK,2024-05-10,Auckland City,3,May,20
C7910,GREY,HOMEBUILT,1988,TRAILER,2024-05-10,Auckland City,3,May,36
LAW163,SILVER,TOYOTA,2006,CAR,2024-05-10,Auckland City,3,May,18
MCC368,SILVER,NISSAN,2008,CAR,2024-05-11,Auckland City,3,May,16
NYQ529,BLACK,SUBARU,2013,CAR,2024-05-11,Auckland City,3,May,11
FAD416,WHITE,TOYOTA,1995,VAN,2024-05-11,Auckland City,3,May,29
QAZ877,GREY,RENAULT,2012,CAR,2024-05-11,Auckland City,3,May,12
QNK125,SILVER,HYUNDAI,2015,CAR,2024-05-11,Auckland City,3,May,9
BEY527,PURPLE,NISSAN,1996,UTILITY TRUCK,2024-05-12,Auckland City,3,May,28
KPT151,BLUE,MAZDA,2008,CAR,2024-05-12,Auckland City,3,May,16
QCK913,BLACK,TOYOTA,2023,CAR,2024-05-13,Auckland City,3,May,1
SYY7,BLACK,AUDI,2014,CAR,2024-05-13,Auckland City,3,May,10
NMR209,BLACK,NISSAN,1991,CAR,2024-05-13,Auckland City,3,May,33
FAC304,SILVER,TOYOTA,2004,CAR,2024-05-13,Auckland City,3,May,20
T796E,SILVER,PINTO,2012,TRAILER,2024-05-13,Auckland City,3,May,12
JPF617,SILVER,TOYOTA,2016,CAR,2024-05-13,Auckland City,3,May,8
MPB974,BLACK,NISSAN,2008,CAR,2024-05-13,Auckland City,3,May,16
JUZ184,WHITE,VOLKSWAGEN,2016,UTILITY TRUCK,2024-05-13,Auckland City,3,May,8
MPW459,WHITE,TOYOTA,2014,CAR,2024-05-13,Auckland City,3,May,10
CUJ763,GREY,HYUNDAI,2003,CAR,2024-05-14,Auckland City,3,May,21
JSW296,RED,HOLDEN,2005,CAR,2024-05-14,Auckland City,3,May,19
QND473,BLACK,AUDI,2011,CAR,2024-05-14,Auckland City,3,May,13
KZW437,WHITE,TOYOTA,2010,VAN,2024-05-14,Auckland City,3,May,14
KSG908,SILVER,NISSAN,2008,VAN,2024-05-14,Auckland City,3,May,16
JAZ844,BLUE,MAZDA,2008,CAR,2024-05-14,Auckland City,3,May,16
DKE183,SILVER,TOYOTA,2006,VAN,2024-05-14,Auckland City,3,May,18
LWF800,BLACK,MERCEDES-BENZ,2016,CAR,2024-05-14,Auckland City,3,May,8
W645D,GREY,HOMEBUILT,2013,TRAILER,2024-05-14,Auckland City,3,May,11
MZF680,SILVER,TOYOTA,2014,CAR,2024-05-14,Auckland City,3,May,10
XK5617,WHITE,TOYOTA,1990,VAN,2024-05-15,Auckland City,3,May,34
XI1695,WHITE,TOYOTA,1996,VAN,2024-05-15,Auckland City,3,May,28
LWW871,WHITE,TOYOTA,1994,VAN,2024-05-15,Auckland City,3,May,30
B4DLU,BLUE,ROYAL ENFIELD,2016,MOTORCYCLE,2024-05-15,Auckland City,3,May,8
LAQ343,GREY,MAZDA,2006,CAR,2024-05-15,Auckland City,3,May,18
CUB90,GOLD,NISSAN,1991,CAR,2024-05-15,Auckland City,3,May,33
A4JCC,WHITE,HONDA,2011,MOTORCYCLE,2024-05-16,Auckland City,3,May,13
QPS876,WHITE,TOYOTA,2011,CAR,2024-05-16,Auckland City,3,May,13
QMK333,BLUE,TOYOTA,2014,CAR,2024-05-16,Auckland City,3,May,10
KQZ380,WHITE,MITSUBISHI,2017,CAR,2024-05-16,Auckland City,3,May,7
LER793,SILVER,JAGUAR,2011,CAR,2024-05-16,Auckland City,3,May,13
PUJ441,WHITE,LAND ROVER,2023,CAR,2024-05-16,Auckland City,3,May,1
87S43,WHITE,HOMEBUILT,2021,TRAILER,2023-10-15,Northland,2,October,3
HGS955,GREY,TOYOTA,2004,CAR,2023-10-15,Northland,2,October,20
8Y389,SILVER,BRIFORD,2018,TRAILER,2023-10-16,Northland,2,October,6
EZF830,SILVER,NISSAN,2009,CAR,2023-10-17,Northland,2,October,15
C3LUG,BLUE,HONDA,2022,MOTORCYCLE,2023-10-18,Northland,2,October,2
MAK1RI,SILVER,HOLDEN,2017,CAR,2023-10-18,Northland,2,October,7
CLE772,WHITE,MAZDA,2005,UTILITY TRUCK,2023-10-19,Northland,2,October,19
CND540,BLUE,MITSUBISHI,2005,UTILITY TRUCK,2023-10-22,Northland,2,October,19
GWT857,WHITE,FORD,2013,UTILITY TRUCK,2023-10-23,Northland,2,October,11
KQU210,BLACK,FOTON,2014,UTILITY TRUCK,2023-10-23,Northland,2,October,10
WM7064,BLUE,HONDA,1997,CAR,2023-10-23,Northland,2,October,27
FKC517,PINK,TOYOTA,2000,CAR,2023-10-24,Northland,2,October,24
KZD749,GREEN,SUZUKI,2017,CAR,2023-10-24,Northland,2,October,7
JMY20,WHITE,MAHINDRA,2016,UTILITY TRUCK,2023-10-24,Northland,2,October,8
LAW420,BLUE,TOYOTA,2005,CAR,2023-10-25,Northland,2,October,19
EUH262,WHITE,NISSAN,2009,UTILITY TRUCK,2023-10-26,Northland,2,October,15
YG5918,WHITE,TOYOTA,1999,UTILITY TRUCK,2023-10-26,Northland,2,October,25
OY1996,RED,FORD,1990,CAR,2023-10-29,Northland,2,October,34
FYG444,WHITE,GREAT WALL,2011,UTILITY TRUCK,2023-10-29,Northland,2,October,13
AKG411,BLACK,MERCEDES-BENZ,2001,CAR,2023-10-30,Northland,2,October,23
ECL73,GREEN,NISSAN,1999,CAR,2023-10-31,Northland,2,October,25
MRW489,GREY,TOYOTA,2006,CAR,2023-10-31,Northland,2,October,18
6C950,GREY,HOMEBUILT,2016,TRAILER,2023-11-03,Northland,2,November,8
J894Q,SILVER,HOMEBUILT,2007,TRAILER,2023-11-04,Northland,2,November,17
FMP411,WHITE,FORD,2010,CAR,2023-11-06,Northland,2,November,14
HEH748,SILVER,MITSUBISHI,2005,CAR,2023-11-07,Northland,2,November,19
4Y976,SILVER,HOMEBUILT,2016,TRAILER,2023-11-08,Northland,2,November,8
59N72,SILVER,ROADCHIEF,2020,TRAILER,2023-11-09,Northland,2,November,4
BEP313,BLUE,FORD,2003,UTILITY TRUCK,2023-11-11,Northland,2,November,21
FWB279,RED,FORD,2011,UTILITY TRUCK,2023-11-12,Northland,2,November,13
JTE735,SILVER,SUZUKI,2005,CAR,2023-11-12,Northland,2,November,19
NRT797,WHITE,MAZDA,2012,CAR,2023-11-12,Northland,2,November,12
6SJF,RED,KAWASAKI,1991,MOTORCYCLE,2023-11-12,Northland,2,November,33
MCR317,BLACK,VOLKSWAGEN,2011,CAR,2023-11-13,Northland,2,November,13
ACB735,WHITE,MITSUBISHI,2001,VAN,2023-11-13,Northland,2,November,23
GUW436,BLACK,SUBARU,2000,CAR,2023-11-14,Northland,2,November,24
31L11,GREY,HOMEBUILT,2019,TRAILER,2023-11-15,Northland,2,November,5
DAN718,SILVER,SSANGYONG,2005,CAR,2023-11-15,Northland,2,November,19
60D52,GREY,HOMEBUILT,2020,TRAILER,2023-11-16,Northland,2,November,4
54D22,BLACK,HOMEBUILT,2020,TRAILER,2023-11-16,Northland,2,November,4
GGY449,WHITE,MAZDA,2006,CAR,2023-11-18,Northland,2,November,18
BBM743,BROWN,TOYOTA,2002,CAR,2023-11-18,Northland,2,November,22
708G,WHITE,JAYCO,1997,CAMPER,2023-11-19,Northland,2,November,27
8J368,WHITE,REID,2017,TRAILER,2023-11-20,Northland,2,November,7
FEZ393,BLACK,HYUNDAI,2004,CAR,2023-11-21,Northland,2,November,20
FMA931,GOLD,SUBARU,2007,CAR,2023-11-22,Northland,2,November,17
J363W,GREY,HOMEBUILT,2007,TRAILER,2023-11-22,Northland,2,November,17
58R98,SILVER,HOMEBUILT,2020,TRAILER,2023-11-23,Northland,2,November,4
HGS835,GOLD,TOYOTA,2005,CAR,2023-11-23,Northland,2,November,19
EEM658,GREY,NISSAN,2007,UTILITY TRUCK,2023-11-24,Northland,2,November,17
HRC10,BLACK,MITSUBISHI,2014,UTILITY TRUCK,2023-11-25,Northland,2,November,10
DFN130,BLACK,SSANGYONG,2006,CAR,2023-11-27,Northland,2,November,18
HKS246,WHITE,FORD,2014,UTILITY TRUCK,2023-11-29,Northland,2,November,10
FAU341,SILVER,FORD,2004,CAR,2023-12-01,Northland,2,December,20
HCM870,GREEN,MAZDA,2002,UTILITY TRUCK,2023-12-03,Northland,2,December,22
HBF174,SILVER,NISSAN,2005,CAR,2023-12-04,Northland,2,December,19
HRM252,SILVER,MITSUBISHI,2005,CAR,2023-12-04,Northland,2,December,19
KED97,WHITE,MAZDA,2002,BUS,2023-12-04,Northland,2,December,22
JLZ165,SILVER,TOYOTA,2004,CAR,2023-12-04,Northland,2,December,20
NCY17,WHITE,TOYOTA,2012,UTILITY TRUCK,2023-12-05,Northland,2,December,12
CTD574,WHITE,MAZDA,2005,UTILITY TRUCK,2023-12-06,Northland,2,December,19
CKD473,RED,HOLDEN,2004,UTILITY TRUCK,2023-12-06,Northland,2,December,20
O5201,GREY,HOMEBUILT,1993,TRAILER,2023-12-06,Northland,2,December,31
CCU257,SILVER,NISSAN,2004,CAR,2023-12-08,Northland,2,December,20
LRB296,RED,TOYOTA,2009,CAR,2023-12-09,Northland,2,December,15
CWC763,SILVER,NISSAN,2005,UTILITY TRUCK,2023-12-10,Northland,2,December,19
A279F,GREY,BRIFORD,2002,TRAILER,2023-12-10,Northland,2,December,22
GYH915,WHITE,NISSAN,2013,UTILITY TRUCK,2023-12-11,Northland,2,December,11
FWZ181,SILVER,HOLDEN,2011,CAR,2023-12-11,Northland,2,December,13
CBY739,SILVER,FORD,2004,UTILITY TRUCK,2023-12-16,Northland,2,December,20
LMG33,GREY,MAZDA,2013,CAR,2023-12-17,Northland,2,December,11
CFN451,WHITE,MAZDA,2004,VAN,2023-12-18,Northland,2,December,20
2S200,GREY,CUSTOMBUILT,2015,TRAILER,2023-12-18,Northland,2,December,9
W700P,SILVER,HOMEBUILT,2004,TRAILER,2023-12-19,Northland,2,December,20
ZK6136,WHITE,TOYOTA,2000,UTILITY TRUCK,2023-12-19,Northland,2,December,24
CGZ43,SILVER,FORD,2004,UTILITY TRUCK,2023-12-19,Northland,2,December,20
KLF859,WHITE,HOLDEN,2017,CAR,2023-12-19,Northland,2,December,7
DSB294,SILVER,TOYOTA,2003,CAR,2023-12-21,Northland,2,December,21
XI8307,WHITE,FORD,1998,UTILITY TRUCK,2023-12-21,Northland,2,December,26
EUP38,RED,HOLDEN,2009,CAR,2023-12-23,Northland,2,December,15
2Q831,GREY,HOMEBUILT,2015,TRAILER,2023-12-24,Northland,2,December,9
86N96,SILVER,HOMEBUILT,2021,TRAILER,2023-12-25,Northland,2,December,3
BLF963,GREEN,TOYOTA,2003,CAR,2023-12-26,Northland,2,December,21
XW6922,WHITE,ISUZU,1989,CAMPER,2023-12-27,Northland,2,December,35
MTG952,BLACK,HOLDEN,2005,UTILITY TRUCK,2023-12-28,Northland,2,December,19
BUQ736,BLUE,MAZDA,2000,CAR,2023-12-28,Northland,2,December,24
KGJ591,BLACK,MITSUBISHI,1996,CAR,2023-12-30,Northland,2,December,28
M676G,SILVER,HOMEBUILT,2008,TRAILER,2023-12-31,Northland,2,December,16
PKB988,SILVER,VOLKSWAGEN,2014,UTILITY TRUCK,2023-12-31,Northland,2,December,10
JTG600,GREY,MAZDA,2007,CAR,2024-01-02,Northland,2,January,17
GHG257,RED,VOLKSWAGEN,2006,CAR,2024-01-02,Northland,2,January,18
C9CHE,BLACK,HUSQVARNA,2005,MOTORCYCLE,2024-01-02,Northland,2,January,19
